Price,Close,High,Low,Open,Volume
Ticker,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
Date,,,,,
2019-01-02,52.270503997802734,52.57331888412528,50.813423120307995,50.908580008978696,31868000
2019-01-03,50.82284164428711,52.84441709717071,50.66920519192251,52.071769274946,41960000
2019-01-04,53.42972183227539,53.52537405136797,51.387331238986945,51.66982611745576,46022000
2019-01-07,53.32316589355469,53.65918319543551,52.66500061510642,53.57344520430114,47446000
2019-01-08,53.7915153503418,54.187006667540984,52.94799337990936,53.82273645848381,35414000
2019-01-09,53.60715103149414,54.10226102894677,53.246348142659265,53.92136614202723,26998000
2019-01-10,53.46739196777344,53.51596107886595,52.7661099648934,53.27460152267623,26598000
2019-01-11,52.75570297241211,53.196791439584736,52.357235840144156,53.024816319452164,30864000
2019-01-14,52.11339569091797,52.45734590533918,51.966697695349396,52.20409079934666,28490000
2019-01-15,53.8480224609375,53.93525025101272,52.25861559013519,52.43554783604918,37518000
2019-01-16,53.99669647216797,54.63355115915483,53.922358694920945,54.02098291892573,38280000
2019-01-17,54.47297668457031,54.55128090841665,53.68694354161793,53.921368442386935,24896000
2019-01-18,54.87838363647461,55.40868122487252,54.48090716644396,54.94231563947383,44892000
2019-01-22,53.457481384277344,54.46554479169045,53.07388180032208,54.31834766794679,39632000
2019-01-23,53.74394226074219,54.167187396746016,52.90934376478967,53.86536315507689,25194000
2019-01-24,53.7236213684082,53.92186426712231,53.03076377971732,53.64977514185636,29114000
2019-01-25,54.591426849365234,54.68311263158913,54.11019370892404,54.23062393672968,23260000
2019-01-28,53.518436431884766,54.1879981946818,53.258242881114185,54.024451311803865,29334000
2019-01-29,53.03274917602539,53.75980371100518,52.83252492952006,53.57692368708818,19704000
2019-01-30,54.416969299316406,54.49279685136186,53.358850902146436,53.39453378878516,29452000
2019-01-31,55.79970169067383,55.88792012682342,54.77677468504091,55.12320153779431,40232000
2019-02-01,55.43940734863281,56.2214740701124,55.22282955760962,55.62129291519569,33116000
2019-02-04,56.56938552856445,56.6149826428997,55.38439370064637,55.45873526005803,78408000
2019-02-05,57.08729934692383,57.13190580060981,55.686224891655264,55.98507338479125,82296000
2019-02-06,55.65102767944336,57.19285589279355,55.42651701277045,56.95843478322537,48256000
2019-02-07,54.80949020385742,55.1108153073411,54.198903324088725,55.10239086379588,38298000
2019-02-08,54.63454055786133,54.769346782323446,54.23112011299676,54.26283655557469,21766000
2019-02-11,54.62165832519531,55.182190149293774,54.51659098443572,54.70244299915539,18498000
